Employee_ID,Age,Department,Job_Role,Education,Monthly_Income_AED,Years_At_Company,Job_Satisfaction,Work_Life_Balance,OverTime,Distance_From_Home_km,Attrition
EMP0680,30,Sales,Executive,Master,4223.0,3.3,2,3,Yes,28,No
EMP0681,59,Marketing,Analyst,Bachelor,9603.0,4.6,1,2,No,22,Yes
EMP0682,59,HR,Manager,Bachelor,8845.0,1.5,4,1,No,2,No
EMP0683,31,IT,Executive,Master,6241.0,1.4,4,1,No,6,No
EMP0684,58,Operations,Executive,Bachelor,7465.0,0.5,3,4,No,14,No
EMP0685,28,HR,Consultant,Master,4583.0,11.8,3,2,Yes,1,No
EMP0686,43,Operations,Developer,High School,8688.0,1.4,3,2,Yes,7,No
EMP0687,23,HR,Executive,Bachelor,9179.0,17.8,1,1,No,19,Yes
EMP0688,28,Marketing,Analyst,Master,10573.0,1.5,1,4,Yes,14,Yes
EMP0689,24,HR,Manager,Bachelor,6138.0,7.5,3,3,No,16,No
EMP0690,55,Finance,Executive,PhD,8965.0,5.3,3,2,Yes,26,No
EMP0691,58,IT,Consultant,Bachelor,11688.0,3.8,1,4,No,27,No
EMP0692,51,Marketing,Analyst,Master,10875.0,1.0,1,2,No,22,No
EMP0693,46,IT,Consultant,Bachelor,9819.0,8.7,2,3,No,15,No
EMP0694,40,IT,Manager,Bachelor,11635.0,15.6,4,1,No,17,No
EMP0695,58,Sales,Analyst,Bachelor,9397.0,0.9,1,4,Yes,12,No
EMP0696,24,Sales,Analyst,Master,8200.0,1.1,1,3,Yes,24,No
EMP0697,31,Marketing,Analyst,Master,8654.0,2.8,1,1,No,11,No
EMP0698,57,Finance,Manager,High School,5473.0,0.5,1,3,No,11,No
EMP0699,39,Marketing,Developer,Bachelor,7418.0,0.5,1,1,No,7,Yes
EMP0700,58,Finance,Analyst,PhD,7401.0,0.5,1,1,No,8,Yes
EMP0701,50,Finance,Manager,High School,11730.0,0.8,1,4,No,3,No
EMP0702,41,Finance,Manager,High School,10088.0,0.5,3,3,No,7,Yes
EMP0703,24,Finance,Manager,Bachelor,6066.0,1.1,1,3,No,14,Yes
EMP0704,22,Finance,Executive,Bachelor,13210.0,5.2,4,3,Yes,26,No
EMP0705,53,Sales,Manager,High School,8018.0,4.4,3,1,No,28,No
EMP0706,25,Finance,Executive,Bachelor,10822.0,2.4,4,1,No,4,No
EMP0707,32,Sales,Executive,Bachelor,12462.0,7.5,4,3,Yes,2,No
EMP0708,57,Operations,Analyst,Bachelor,11049.0,1.0,3,2,No,14,No
EMP0709,29,HR,Executive,Bachelor,6524.0,3.3,4,4,No,24,No
EMP0710,30,HR,Executive,PhD,9762.0,1.3,2,3,No,22,No
EMP0711,50,Sales,Executive,PhD,6811.0,5.9,4,4,Yes,7,No
EMP0712,59,Sales,Manager,Master,6418.0,6.0,1,1,No,6,Yes
EMP0713,45,IT,Executive,Bachelor,7998.0,14.1,1,2,No,20,No
EMP0714,28,IT,Consultant,Master,5477.0,0.9,4,2,No,26,No
EMP0715,32,Marketing,Developer,Bachelor,11092.0,0.6,3,3,No,21,No
EMP0716,27,Marketing,Analyst,PhD,9181.0,14.8,3,2,No,21,No
EMP0717,43,IT,Executive,Master,7183.0,0.6,1,4,No,5,No
EMP0718,51,Finance,Consultant,Bachelor,6731.0,12.9,1,2,No,11,No
EMP0719,38,HR,Manager,Bachelor,5460.0,7.7,1,4,Yes,27,No
EMP0720,34,Marketing,Developer,PhD,12002.0,1.0,4,4,No,23,No
EMP0721,48,Finance,Consultant,Master,3898.0,8.9,1,4,Yes,16,Yes
EMP0722,58,Finance,Developer,Master,5855.0,0.5,1,3,Yes,10,No
EMP0723,41,Sales,Analyst,PhD,4696.0,4.1,3,2,No,16,No
EMP0724,41,HR,Consultant,Bachelor,6239.0,2.7,3,2,No,8,No
EMP0725,26,Sales,Analyst,Master,4063.0,2.2,4,3,No,10,Yes
EMP0726,58,IT,Consultant,Bachelor,11616.0,7.6,2,4,No,13,No
EMP0727,31,HR,Analyst,Bachelor,12664.0,2.9,4,4,No,18,No
EMP0728,35,IT,Consultant,Master,10170.0,8.6,3,2,Yes,9,No
EMP0729,43,Sales,Consultant,Bachelor,3023.0,0.5,1,3,No,26,No
EMP0730,39,Operations,Manager,Master,7500.0,3.8,2,4,No,1,No
EMP0731,52,Operations,Consultant,Master,6398.0,5.1,2,3,Yes,29,No
EMP0732,25,Marketing,Analyst,Master,8431.0,2.0,4,1,No,29,No
EMP0733,33,IT,Analyst,PhD,11643.0,9.6,2,1,Yes,27,Yes
EMP0734,46,Operations,Consultant,Master,11885.0,5.7,3,1,No,20,No
EMP0735,49,Finance,Manager,Bachelor,9435.0,1.0,3,3,Yes,13,No
EMP0736,26,Marketing,Developer,Bachelor,4023.0,2.0,4,3,Yes,23,Yes
EMP0737,59,Operations,Consultant,Bachelor,8341.0,0.7,4,3,No,26,No
EMP0738,26,IT,Executive,Master,6895.0,4.3,2,3,Yes,16,No
EMP0739,44,Marketing,Executive,Master,6378.0,9.9,4,2,No,23,No
EMP0740,52,Sales,Consultant,PhD,10232.0,23.7,2,2,No,14,No
EMP0741,53,Marketing,Manager,Master,6282.0,4.0,2,2,Yes,5,No
EMP0742,36,IT,Executive,Master,7838.0,0.5,2,3,Yes,14,Yes
EMP0743,29,Marketing,Manager,Master,5505.0,8.4,3,3,No,14,No
EMP0744,23,Sales,Developer,Master,13396.0,3.5,3,1,Yes,7,No
EMP0745,36,Finance,Developer,Master,5069.0,0.8,1,4,No,13,No
EMP0746,25,Marketing,Consultant,Master,3025.0,0.6,2,1,Yes,3,No
EMP0747,29,IT,Manager,Master,8000.0,7.2,2,1,No,28,No
EMP0748,59,Sales,Developer,High School,10140.0,0.5,1,2,Yes,14,No
EMP0749,25,HR,Executive,Bachelor,5928.0,1.8,4,2,No,6,No
EMP0750,23,Sales,Developer,Master,7492.0,9.2,1,1,No,22,Yes
EMP0751,42,Marketing,Analyst,Bachelor,11373.0,4.9,4,3,No,21,No
EMP0752,32,HR,Executive,PhD,5031.0,3.8,3,4,No,5,No
EMP0753,57,Sales,Executive,Bachelor,5224.0,12.4,4,1,No,3,No
EMP0754,41,Sales,Manager,Bachelor,6482.0,3.4,1,4,No,5,No
EMP0755,24,Finance,Consultant,Master,9597.0,3.0,3,1,No,5,No
EMP0756,41,Operations,Consultant,Master,7252.0,14.7,4,2,Yes,13,No
EMP0757,53,IT,Developer,Master,10387.0,0.5,2,3,No,3,No
EMP0758,27,Sales,Developer,Master,8689.0,4.5,4,4,No,9,No
EMP0759,31,Operations,Consultant,Master,5205.0,7.4,3,2,No,9,No
EMP0760,57,Sales,Manager,High School,8357.0,4.1,3,3,Yes,26,No
EMP0761,53,Operations,Developer,Master,6712.0,1.0,1,3,No,6,Yes
EMP0762,23,Operations,Analyst,High School,5726.0,2.3,1,3,Yes,1,Yes
EMP0763,51,Marketing,Analyst,Master,12524.0,5.9,4,3,Yes,2,No
EMP0764,36,Operations,Analyst,Master,13730.0,7.4,4,2,No,29,No
EMP0765,51,Operations,Executive,Bachelor,6609.0,2.1,1,2,Yes,22,No
EMP0766,36,Operations,Consultant,Bachelor,10265.0,0.9,2,1,Yes,22,No
EMP0767,54,Operations,Manager,PhD,8008.0,0.7,1,3,No,27,No
EMP0768,30,Operations,Developer,Bachelor,7038.0,5.5,3,4,Yes,20,No
EMP0769,46,IT,Executive,Master,9903.0,7.4,4,2,Yes,21,No
EMP0770,26,HR,Developer,Bachelor,4961.0,27.9,4,2,Yes,25,No
EMP0771,42,IT,Manager,Bachelor,11197.0,6.4,3,3,No,17,No
EMP0772,31,Operations,Consultant,Master,10937.0,7.1,3,3,No,11,No
EMP0773,33,HR,Manager,Bachelor,6188.0,0.5,3,4,Yes,22,No
EMP0774,35,IT,Manager,PhD,12338.0,3.4,3,3,Yes,24,No
EMP0775,52,HR,Analyst,Master,4227.0,5.7,1,3,No,15,Yes
EMP0776,37,HR,Manager,Bachelor,8796.0,0.5,3,3,Yes,10,No
EMP0777,48,Sales,Manager,High School,10930.0,1.8,3,4,No,16,No
EMP0778,49,Marketing,Consultant,Master,13625.0,3.4,2,3,No,23,No
EMP0779,28,Sales,Developer,Master,13962.0,6.0,3,3,Yes,17,No
EMP0780,36,Operations,Executive,High School,7244.0,0.5,1,3,No,28,No
EMP0781,29,IT,Analyst,Bachelor,6109.0,0.5,1,4,No,29,Yes
EMP0782,34,IT,Manager,Bachelor,9374.0,1.5,1,2,No,1,No
EMP0783,41,Operations,Executive,Bachelor,8401.0,1.6,2,3,No,14,Yes
EMP0784,44,Sales,Analyst,High School,5225.0,0.5,3,2,Yes,23,No
EMP0785,45,Marketing,Executive,Bachelor,6366.0,0.6,1,4,No,12,Yes
EMP0786,59,Operations,Developer,High School,9886.0,1.4,4,4,No,17,No
EMP0787,45,Finance,Manager,Bachelor,11491.0,17.9,1,2,No,3,No
EMP0788,28,HR,Consultant,Bachelor,10180.0,26.2,1,2,No,4,No
EMP0789,51,Marketing,Executive,Bachelor,13025.0,5.1,4,4,No,10,No
EMP0790,29,IT,Manager,Bachelor,13868.0,14.4,2,1,No,13,Yes
EMP0791,49,Finance,Consultant,PhD,4065.0,18.2,3,2,No,11,No
EMP0792,59,Operations,Developer,Bachelor,5852.0,10.4,2,3,Yes,12,No
EMP0793,34,Sales,Manager,Bachelor,10404.0,16.8,2,2,No,3,No
EMP0794,58,Operations,Consultant,PhD,6230.0,2.4,3,2,No,29,No
EMP0795,47,Operations,Developer,Bachelor,3000.0,2.1,2,4,No,4,No
EMP0796,50,Finance,Consultant,High School,12840.0,0.5,4,2,No,1,No
EMP0797,53,Finance,Analyst,Bachelor,3011.0,1.4,3,2,No,14,No
EMP0798,37,Operations,Executive,PhD,5962.0,4.5,3,3,Yes,27,No
EMP0799,23,IT,Executive,Bachelor,3227.0,1.3,4,3,Yes,18,No
EMP0800,47,IT,Analyst,Master,13655.0,5.4,2,1,Yes,24,Yes
EMP0801,53,Operations,Analyst,PhD,10048.0,3.1,2,1,Yes,5,No
EMP0802,36,HR,Developer,High School,10669.0,2.5,1,3,No,6,Yes
EMP0803,27,HR,Manager,Bachelor,3828.0,0.9,4,4,No,10,Yes
EMP0804,36,Marketing,Manager,Bachelor,12783.0,4.9,2,2,Yes,22,No
EMP0805,58,IT,Manager,Master,8884.0,9.6,3,4,No,29,No
EMP0806,53,Operations,Developer,Bachelor,6270.0,1.9,3,3,No,17,Yes
EMP0807,48,Finance,Manager,Bachelor,8577.0,7.5,4,3,Yes,14,No
EMP0808,41,Finance,Developer,Bachelor,8591.0,12.7,3,4,No,7,No
EMP0809,32,HR,Executive,Master,4729.0,14.7,1,3,No,11,No
EMP0810,54,IT,Manager,Master,4735.0,1.3,1,3,Yes,10,Yes
EMP0811,52,HR,Executive,Bachelor,9552.0,5.6,1,1,No,29,No
EMP0812,40,IT,Analyst,Bachelor,8462.0,2.1,4,1,No,5,No
EMP0813,59,Finance,Analyst,Master,13370.0,6.1,1,4,Yes,24,No
EMP0814,47,HR,Manager,Master,9835.0,16.3,4,2,Yes,24,No
EMP0815,51,IT,Executive,Master,9081.0,0.7,1,1,Yes,13,No
EMP0816,28,Finance,Consultant,Bachelor,6356.0,3.8,1,4,Yes,3,Yes
EMP0817,42,HR,Analyst,Bachelor,3624.0,1.7,1,1,Yes,29,Yes
EMP0818,56,IT,Consultant,High School,13346.0,0.9,2,4,Yes,10,No
EMP0819,45,Sales,Analyst,Master,10099.0,3.6,2,2,Yes,24,No
EMP0820,52,HR,Developer,Master,5111.0,0.5,2,3,Yes,9,No
EMP0821,45,Finance,Developer,Master,3483.0,9.7,1,3,No,17,No
EMP0822,54,HR,Analyst,Bachelor,7212.0,0.5,3,4,No,2,No
EMP0823,34,Sales,Executive,Bachelor,8090.0,0.6,2,2,No,6,No
EMP0824,37,Marketing,Consultant,Bachelor,11047.0,1.2,2,1,No,19,No
EMP0825,53,Sales,Consultant,Bachelor,9428.0,2.8,3,3,No,13,No
EMP0826,48,Sales,Executive,Bachelor,7556.0,10.6,3,2,No,27,No
EMP0827,29,Sales,Developer,Bachelor,10925.0,11.6,4,3,No,16,No
EMP0828,38,IT,Executive,Master,14532.0,4.9,2,3,Yes,22,No
EMP0829,45,Sales,Manager,Master,7635.0,7.4,2,4,Yes,6,No
EMP0830,42,HR,Manager,Master,8688.0,8.7,2,3,No,19,No
EMP0831,31,Finance,Analyst,High School,7239.0,4.2,2,1,Yes,14,No
EMP0832,40,Finance,Manager,Bachelor,7441.0,1.2,3,2,No,17,No
EMP0833,46,HR,Executive,Master,7577.0,1.8,2,1,Yes,14,No
EMP0834,49,Finance,Analyst,Bachelor,10888.0,2.7,3,3,No,18,No
EMP0835,48,Operations,Analyst,Bachelor,12641.0,1.4,3,3,No,29,No
EMP0836,46,Finance,Developer,Master,5981.0,0.5,1,4,Yes,19,No
EMP0837,55,IT,Consultant,Bachelor,5864.0,8.6,4,2,No,16,No
EMP0838,30,Sales,Manager,Master,9369.0,2.0,4,3,No,13,No
EMP0839,33,Operations,Executive,Bachelor,5342.0,3.3,4,4,No,8,No
EMP0840,48,Operations,Executive,PhD,3000.0,2.0,2,2,Yes,8,No
EMP0841,26,HR,Developer,Master,5860.0,5.8,3,2,No,28,No
EMP0842,57,Marketing,Consultant,PhD,3721.0,3.3,3,3,No,13,No
EMP0843,43,HR,Executive,Bachelor,10088.0,0.9,2,1,No,6,Yes
EMP0844,35,IT,Developer,Master,5922.0,9.4,1,3,No,23,No
EMP0845,49,Finance,Consultant,Bachelor,11061.0,3.0,1,2,No,29,No
EMP0846,34,Finance,Consultant,Bachelor,9534.0,0.5,4,2,Yes,2,Yes
EMP0847,56,Operations,Developer,Master,8366.0,1.5,2,1,No,2,No
EMP0848,49,Finance,Executive,Bachelor,6564.0,0.6,3,2,No,2,No
EMP0849,28,HR,Executive,Bachelor,3865.0,0.5,3,3,Yes,21,No
EMP0850,42,Operations,Consultant,Bachelor,4122.0,7.2,3,1,No,22,No
EMP0851,42,Sales,Executive,Master,8141.0,5.0,3,1,No,25,No
EMP0852,36,Finance,Manager,Bachelor,7559.0,1.5,1,2,No,7,No
EMP0853,31,Sales,Executive,Master,6186.0,0.5,4,1,No,23,No
EMP0854,56,Marketing,Executive,Bachelor,7540.0,6.7,4,3,Yes,11,No
EMP0855,30,Operations,Consultant,Bachelor,6848.0,1.7,2,4,No,8,No
EMP0856,35,Finance,Developer,Bachelor,11873.0,6.1,4,4,No,4,No
EMP0857,43,Marketing,Developer,Bachelor,8897.0,13.6,2,4,Yes,25,No
EMP0858,30,HR,Consultant,Bachelor,4265.0,1.7,1,3,No,3,No
EMP0859,35,HR,Consultant,Master,5937.0,4.0,4,4,No,13,No
EMP0860,47,Finance,Executive,PhD,3609.0,1.1,2,4,No,17,No
EMP0861,45,Operations,Executive,PhD,10659.0,4.2,3,2,No,29,No
EMP0862,29,IT,Consultant,Bachelor,3000.0,8.9,1,2,Yes,1,No
EMP0863,58,IT,Analyst,Master,7000.0,7.2,3,3,No,1,No
EMP0864,54,Operations,Consultant,Bachelor,3916.0,14.9,2,2,Yes,16,Yes
EMP0865,29,Sales,Manager,Master,6944.0,4.0,4,3,No,16,No
EMP0866,39,Marketing,Developer,Bachelor,6916.0,5.4,4,4,No,28,No
EMP0867,58,Sales,Developer,PhD,9416.0,4.1,4,3,No,2,No
EMP0868,34,Operations,Manager,Bachelor,14304.0,0.6,4,4,Yes,12,No
EMP0869,52,Marketing,Analyst,Bachelor,7076.0,2.9,3,2,No,3,No
EMP0870,34,Marketing,Developer,PhD,13083.0,0.6,3,2,No,4,No
EMP0871,24,Marketing,Consultant,Bachelor,8236.0,2.3,2,4,Yes,27,No
EMP0872,38,Operations,Analyst,PhD,3000.0,5.9,2,4,No,6,No
EMP0873,48,Sales,Analyst,Bachelor,7653.0,2.6,1,2,No,12,No
EMP0874,27,Operations,Manager,Master,4679.0,13.3,1,4,No,10,No
EMP0875,34,Finance,Consultant,High School,12096.0,2.8,2,2,No,25,No
EMP0876,54,HR,Manager,PhD,15078.0,0.5,1,4,No,9,No
EMP0877,24,Finance,Manager,Bachelor,10141.0,6.1,4,2,No,5,No
EMP0878,51,Marketing,Manager,Bachelor,11550.0,1.5,1,2,Yes,3,No
EMP0879,22,Operations,Executive,Master,7546.0,1.4,1,3,No,27,Yes
EMP0880,37,Finance,Developer,Bachelor,4246.0,1.9,1,4,No,22,No
EMP0881,26,IT,Manager,Master,12284.0,0.6,3,2,Yes,8,No
EMP0882,46,Sales,Consultant,Bachelor,11193.0,5.7,1,1,No,19,No
EMP0883,34,Marketing,Consultant,PhD,3000.0,9.9,1,4,Yes,10,Yes
EMP0884,47,HR,Consultant,High School,6184.0,2.9,3,3,No,24,No
EMP0885,37,Finance,Developer,Bachelor,3000.0,0.5,2,2,No,14,No
EMP0886,57,Finance,Executive,Bachelor,12331.0,9.9,2,2,Yes,29,Yes
EMP0887,49,Operations,Executive,Bachelor,3603.0,1.3,2,4,No,15,No
EMP0888,30,HR,Manager,Master,12086.0,2.9,3,2,No,11,No
EMP0889,24,Operations,Developer,Bachelor,9997.0,1.4,1,1,Yes,7,Yes
EMP0890,27,Sales,Consultant,Bachelor,5045.0,0.5,1,3,No,6,Yes
EMP0891,46,Marketing,Consultant,Bachelor,6499.0,3.8,2,4,Yes,19,Yes
EMP0892,42,Marketing,Executive,Master,6676.0,0.5,2,2,Yes,11,Yes
EMP0893,53,Finance,Executive,Bachelor,8290.0,0.5,1,4,Yes,14,Yes
EMP0894,49,Sales,Developer,High School,11044.0,10.1,1,1,No,21,Yes
EMP0895,38,HR,Consultant,Bachelor,10044.0,0.5,1,2,No,3,No
EMP0896,49,Operations,Analyst,Bachelor,10657.0,4.1,2,2,No,26,No
EMP0897,50,Marketing,Consultant,Bachelor,3937.0,0.5,1,2,No,14,Yes
EMP0898,41,HR,Manager,Master,10463.0,6.2,1,1,No,24,No
EMP0899,55,Finance,Developer,Bachelor,11098.0,0.5,4,3,Yes,2,No
EMP0900,22,Operations,Analyst,PhD,8257.0,1.4,2,2,Yes,24,Yes
EMP0901,47,Marketing,Executive,Bachelor,5849.0,7.4,2,1,Yes,24,No
EMP0902,36,Marketing,Analyst,Bachelor,13369.0,3.1,1,1,Yes,24,Yes
EMP0903,36,Operations,Executive,Bachelor,11547.0,0.5,4,3,No,4,No
EMP0904,24,Finance,Manager,Master,7861.0,1.6,3,1,Yes,14,No
EMP0905,48,Sales,Consultant,Bachelor,9893.0,1.8,4,2,No,18,No
EMP0906,42,IT,Manager,Master,11238.0,2.7,1,1,Yes,3,No
EMP0907,52,Marketing,Manager,High School,8611.0,3.1,4,1,Yes,16,No
EMP0908,29,IT,Consultant,Bachelor,9844.0,1.4,3,3,Yes,5,Yes
EMP0909,22,IT,Developer,Bachelor,4696.0,9.1,3,1,No,26,No
EMP0910,27,IT,Consultant,Bachelor,8780.0,1.1,1,4,Yes,15,Yes
EMP0911,35,Marketing,Consultant,Master,10665.0,0.5,4,3,Yes,18,No
EMP0912,23,Sales,Executive,High School,3000.0,4.8,3,3,No,17,No
EMP0913,41,Marketing,Developer,Bachelor,7119.0,5.0,2,1,No,22,No
EMP0914,30,HR,Analyst,Bachelor,8260.0,0.5,2,3,No,5,No
EMP0915,56,Marketing,Analyst,PhD,6598.0,11.8,3,3,No,15,No
EMP0916,26,Marketing,Consultant,High School,10957.0,5.5,3,3,No,8,No
EMP0917,43,Marketing,Consultant,PhD,6184.0,3.4,4,2,Yes,15,Yes
EMP0918,40,Sales,Manager,High School,9047.0,2.3,3,3,Yes,20,No
EMP0919,25,Operations,Manager,Bachelor,11147.0,4.2,2,2,No,6,No
EMP0920,58,Marketing,Developer,Bachelor,8411.0,0.6,1,3,No,16,No
EMP0921,23,HR,Analyst,Bachelor,9348.0,6.7,3,3,Yes,29,Yes
EMP0922,27,HR,Analyst,Bachelor,3000.0,10.5,2,3,No,7,No
EMP0923,46,Marketing,Analyst,Master,3000.0,0.5,1,2,Yes,26,No
EMP0924,37,Sales,Developer,Bachelor,6380.0,4.6,2,2,No,16,No
EMP0925,54,Marketing,Developer,High School,11529.0,11.3,3,2,No,28,No
EMP0926,48,Operations,Executive,Master,7943.0,7.9,2,3,No,15,No
EMP0927,38,Finance,Consultant,Bachelor,11085.0,20.0,2,2,No,25,No
EMP0928,58,HR,Manager,PhD,5639.0,10.4,2,3,No,12,No
EMP0929,27,HR,Manager,Master,11553.0,1.2,3,4,No,5,No
EMP0930,40,Finance,Manager,Bachelor,6343.0,1.8,4,4,No,15,No
EMP0931,22,IT,Analyst,Master,7836.0,11.6,1,2,No,11,No
EMP0932,43,IT,Analyst,Bachelor,7890.0,3.3,4,4,No,9,No
EMP0933,40,IT,Manager,Bachelor,4796.0,2.6,1,3,No,28,No
EMP0934,56,Marketing,Manager,PhD,6164.0,6.2,3,3,Yes,19,No
EMP0935,37,Sales,Developer,Master,12743.0,1.9,2,4,Yes,27,No
EMP0936,58,Finance,Developer,Master,9057.0,2.9,2,1,Yes,24,No
EMP0937,53,HR,Consultant,High School,3000.0,2.9,2,3,No,16,No
EMP0938,51,IT,Consultant,High School,11450.0,0.9,4,1,No,12,No
EMP0939,32,IT,Analyst,Bachelor,5706.0,0.5,1,3,No,2,No
EMP0940,40,Operations,Analyst,PhD,6733.0,5.7,3,3,No,8,No
EMP0941,38,Marketing,Consultant,High School,4489.0,0.5,2,3,Yes,27,Yes
EMP0942,22,Sales,Developer,Bachelor,9232.0,1.3,3,4,No,14,No
EMP0943,52,Sales,Manager,Bachelor,10100.0,8.1,2,2,No,7,No
EMP0944,45,Finance,Manager,Master,6374.0,3.9,1,3,No,26,No
EMP0945,24,Marketing,Analyst,High School,6912.0,2.3,1,1,No,9,No
EMP0946,43,Finance,Developer,Bachelor,8372.0,2.1,3,3,No,12,No
EMP0947,59,Marketing,Analyst,Bachelor,5534.0,0.5,2,4,Yes,8,No
EMP0948,58,HR,Analyst,High School,15321.0,0.5,4,1,No,25,No
EMP0949,23,Sales,Analyst,Bachelor,3735.0,1.1,1,1,No,12,Yes
EMP0950,29,Operations,Executive,High School,11120.0,3.3,1,4,No,29,Yes
EMP0951,46,Operations,Executive,Master,14165.0,9.5,4,1,Yes,2,No
EMP0952,42,Marketing,Consultant,Master,5559.0,4.8,4,4,No,14,No
EMP0953,35,Operations,Consultant,Master,3482.0,2.0,4,3,No,23,No
EMP0954,42,Operations,Developer,Master,6233.0,3.3,1,4,No,3,No
EMP0955,24,Finance,Developer,Bachelor,5005.0,1.7,3,2,No,11,No
EMP0956,45,Sales,Analyst,Master,3461.0,0.5,3,3,No,1,No
EMP0957,36,Finance,Manager,Bachelor,5005.0,0.5,2,4,No,5,No
EMP0958,59,Finance,Consultant,Bachelor,8842.0,0.5,4,3,No,1,No
EMP0959,35,Marketing,Manager,Bachelor,9825.0,0.5,3,3,No,29,Yes
EMP0960,52,Finance,Consultant,Master,6241.0,6.2,2,3,Yes,15,No
EMP0961,46,Finance,Executive,PhD,12700.0,4.5,4,3,No,6,No
EMP0962,40,Sales,Manager,Bachelor,6503.0,0.5,3,1,Yes,23,Yes
EMP0963,58,Operations,Executive,Master,8261.0,4.7,3,1,No,16,Yes
EMP0964,44,Operations,Analyst,Bachelor,6237.0,0.5,4,3,Yes,24,Yes
EMP0965,42,Sales,Consultant,Bachelor,10644.0,4.1,4,1,Yes,29,No
EMP0966,49,Sales,Analyst,Bachelor,8397.0,1.5,1,3,No,26,No
EMP0967,59,HR,Manager,High School,4974.0,9.9,2,3,No,12,No
EMP0968,26,HR,Analyst,Bachelor,10899.0,1.4,1,3,No,26,Yes
EMP0969,49,Operations,Manager,Master,6857.0,7.8,3,2,No,18,No
EMP0970,44,Sales,Developer,PhD,5271.0,12.4,2,2,Yes,28,No
EMP0971,56,Finance,Analyst,Master,12441.0,3.1,2,1,No,5,Yes
EMP0972,40,Marketing,Manager,Bachelor,12607.0,6.3,4,4,No,8,No
EMP0973,58,Finance,Manager,High School,10010.0,7.1,1,4,Yes,25,Yes
EMP0974,46,Sales,Developer,Bachelor,12161.0,2.3,3,1,No,21,No
EMP0975,38,Operations,Manager,Bachelor,5988.0,5.9,4,2,No,1,No
EMP0976,28,Finance,Consultant,Master,5027.0,9.8,4,1,Yes,6,No
EMP0977,25,HR,Consultant,Master,6189.0,4.0,1,2,Yes,1,Yes
EMP0978,24,Finance,Manager,Master,13600.0,0.5,4,1,Yes,27,No
EMP0979,23,IT,Consultant,Bachelor,15894.0,5.1,3,2,No,14,No
EMP0980,31,HR,Consultant,Bachelor,13941.0,19.4,1,2,Yes,22,No
EMP0981,56,Sales,Executive,PhD,6675.0,2.2,1,2,Yes,5,No
EMP0982,31,Finance,Manager,High School,6465.0,1.0,4,2,No,12,Yes
EMP0983,33,Sales,Manager,Master,7676.0,1.6,4,3,Yes,5,No
EMP0984,41,IT,Developer,High School,6243.0,8.9,2,4,Yes,9,No
EMP0985,31,Operations,Analyst,Master,10123.0,1.0,3,4,Yes,19,Yes
EMP0986,38,Marketing,Executive,Bachelor,6796.0,0.5,1,2,Yes,14,Yes
EMP0987,25,Sales,Developer,Master,7748.0,1.2,2,1,No,19,No
EMP0988,50,Finance,Analyst,Bachelor,9224.0,1.7,4,3,No,4,No
EMP0989,54,Marketing,Developer,Master,10856.0,1.1,4,3,No,12,No
EMP0990,38,Sales,Analyst,Bachelor,3577.0,0.5,3,2,Yes,28,No
EMP0991,25,HR,Executive,Master,9616.0,4.8,1,3,No,15,No
EMP0992,25,Marketing,Analyst,Bachelor,5074.0,2.0,3,1,No,15,No
EMP0993,47,Finance,Executive,Master,7526.0,2.5,1,4,Yes,1,No
EMP0994,22,Marketing,Consultant,Bachelor,6873.0,5.2,4,3,No,13,No
EMP0995,30,Sales,Executive,Bachelor,10653.0,3.7,1,4,No,26,Yes
EMP0996,30,Sales,Consultant,PhD,6702.0,3.9,4,3,Yes,11,No
EMP0997,41,HR,Developer,Bachelor,9772.0,1.6,2,2,No,10,No
EMP0998,49,Marketing,Consultant,Bachelor,5401.0,4.0,2,1,Yes,5,No
EMP0999,59,IT,Manager,Bachelor,4763.0,1.9,2,3,Yes,9,No
EMP1000,59,Sales,Executive,Master,8315.0,4.9,3,3,Yes,4,No
EMP1001,56,Sales,Consultant,Master,8341.0,16.2,1,1,Yes,9,Yes
EMP1002,35,Sales,Analyst,Bachelor,9746.0,7.5,2,2,No,20,No
EMP1003,51,Marketing,Analyst,Master,12866.0,3.6,3,3,No,27,No
EMP1004,26,Operations,Developer,High School,8140.0,1.1,1,3,No,11,Yes
EMP1005,41,HR,Manager,Master,7269.0,0.5,1,4,No,17,No
EMP1006,55,Marketing,Analyst,PhD,9306.0,24.1,3,4,Yes,4,No
EMP1007,50,Operations,Manager,PhD,12681.0,6.7,3,3,Yes,25,No
EMP1008,37,Finance,Manager,Bachelor,4945.0,6.8,1,1,No,27,No
EMP1009,33,Operations,Executive,High School,3447.0,5.4,3,1,No,27,No
EMP1010,51,Marketing,Developer,Bachelor,7464.0,0.5,4,2,No,8,No
EMP1011,49,Finance,Developer,High School,6327.0,7.2,4,4,Yes,4,No
EMP1012,27,Operations,Developer,High School,6254.0,15.6,1,3,No,28,No
EMP1013,57,HR,Manager,Bachelor,14013.0,1.3,4,2,No,19,No
EMP1014,58,Finance,Developer,Bachelor,8389.0,2.7,4,2,No,22,No
EMP1015,46,Finance,Analyst,Master,3070.0,1.1,4,3,No,16,No
EMP1016,36,HR,Developer,Bachelor,6457.0,11.3,4,4,No,4,No
EMP1017,34,Finance,Consultant,Master,5983.0,4.0,1,1,Yes,7,Yes
EMP1018,22,HR,Analyst,Bachelor,10238.0,19.4,2,1,No,13,Yes
EMP1019,26,Sales,Executive,Bachelor,9905.0,1.3,2,3,No,26,No
